ID,question,question_En,explanation,explanation_En,hint,hint_En,first_option,second_option,third_option,fourth_option,first_option_En,second_option_En,third_option_En,fourth_option_En,answer_index,hint_option,targets,category,question_class,sub_category,wiki_link
569,در طی نخستین تهاجم هخامنشیان به یونان؛ چه عاملی باعث شکست ناوگان ماردونیوس شد؟,"During the first Achaemenid invasion of Greece, what factor caused the defeat of Mardonius's fleet?",در طی نخستین تهاجم هخامنشیان به یونان، ناوگان ماردونیوس در نزدیکی کوه آتوس در یونان بر اثر طوفان نابود شد,"During the first Achaemenid invasion of Greece, Mardonius's fleet was destroyed by a storm near Mount Athos in Greece",در طی نخستین تهاجم هخامنشیان به یونان، ناوگان ماردونیوس در نزدیکی کوه آتوس در یونان نابود شد,"During the first Achaemenid invasion of Greece, Mardonius's fleet was destroyed near Mount Athos in Greece",طوفان,حمله یونانیان,کوه آتوس,کمبود آذوقه,Storm,Greek attack,Mount Athos,Lack of provisions,1,3,about an option other than the answer,HISTORY,Other,Important Events,https://fa.wikipedia.org/wiki/نخستین_تهاجم_ایرانیان_به_یونان
570,در لشکرکشی دوم امپراتوری هخامنشی به یونان در سال ۴۹۰ قبل از میلاد در طی نخستین تهاجم ایرانیان به یونان، توسط فرماندهان ایرانی، داتیس و آرتافرنس، رهبری شد، کدام منطقه ابتدا مورد حمله قرار گرفت؟,"In the second expedition of the Achaemenid Empire to Greece in 490 BC during the first Iranian invasion of Greece, led by Iranian commanders Datis and Artaphernes, which region was attacked first?",در لشکرکشی دوم امپراتوری هخامنشی به یونان در سال ۴۹۰ قبل از میلاد در طی نخستین تهاجم ایرانیان به یونان، ابتدا جزیره ناکسوس تصرف و سوزانده شد,"In the second expedition of the Achaemenid Empire to Greece in 490 BC during the first Iranian invasion of Greece, the island of Naxos was first captured and burned",در لشکرکشی دوم امپراتوری هخامنشی به یونان در سال ۴۹۰ قبل از میلاد در طی نخستین تهاجم ایرانیان به یونان، جزیره ارتریا یکی از اهداف اصلی این حمله بود. نیروهای ایرانی در ارتریا فرود آمدند، آن را محاصره کردند و پس از مدت کوتاهی، شهر را تصرف کردند. اهالی ارتریا به بردگی گرفته شدند و شهرشان سوزانده شد,"In the second expedition of the Achaemenid Empire to Greece in 490 BC during the first Iranian invasion of Greece, the island of Eretria was one of the main targets of this attack. Iranian forces landed in Eretria, besieged it, and after a short time, captured the city. The people of Eretria were enslaved and their city was burned",آتن,ارتریا,ناکسوس,ماراتن,Athens,Eretria,Naxos,Marathon,3,2,about an option other than the answer,HISTORY,Location,Important Events,https://fa.wikipedia.org/wiki/نخستین_تهاجم_ایرانیان_به_یونان
571,چه کسی در تهاجم دوم ایران به یونان را رهبری کرد؟,Who led the second invasion of Iran to Greece?,خشایارشا در سال 480 ق.م دومین تهاجم به یونان را رهبری کرد,Xerxes led the second invasion to Greece in 480 BC,اولین تهاجم ایران به یونان توسط داریوش بزرگ، پادشاه هخامنشی، فرماندهی شد. داریوش بزرگ تهاجم دوم به یونان را برنامه ریزی کرد,"The first invasion of Iran to Greece was commanded by Darius the Great, the Achaemenid king. Darius the Great planned the second invasion to Greece",داریوش بزرگ,خشایارشا,کوروش,کمبوجیه,Darius the Great,Xerxes,Cyrus,Cambyses,2,1,about an option other than the answer,HISTORY,Person,Important Events,https://fa.wikipedia.org/wiki/نخستین_تهاجم_ایرانیان_به_یونان
572,دومین تهاجم امپراتوری هخامنشی ایران به یونان در چه سالی آغاز شد؟,When did the second invasion of the Achaemenid Empire of Iran against Greece begin?,خشایارشا پادشاه هخامنشی در سال 480 پیش از میلاد دومین تهاجم به یونان را آغاز کرد,"Xerxes, the Achaemenid king, began the second invasion of Greece in 480 BC",در طی دومین تهاجم امپراتوری هخامنشی ایران به یونان، دولت‌شهرهای یونانی، بقایای ناوگان ایرانی را در نبرد میکال نابود کردند، و پس از آن پادگان‌های ایرانی را از شهرهای سستوس در سال 479 پیش از میلاد و بیزانتیوم در سال 478 پیش از میلاد تصرف کردند,"During the second invasion of the Achaemenid Empire of Iran against Greece, the Greek city-states destroyed the remnants of the Iranian fleet in the Battle of Mycale, and afterward captured the Iranian garrisons from the cities of Sestos in 479 BC and Byzantium in 478 BC",480 ق.م,490 ق.م,492 ق.م,479 ق.م,480 BC,490 BC,492 BC,479 BC,1,4,about an option other than the answer,HISTORY,Date_Time,Important Events,https://fa.wikipedia.org/wiki/نخستین_تهاجم_ایرانیان_به_یونان
573,کدام پادشاه اشکانی در زمان حمله کاراکالا به ایران حکومت می‌کرد؟,Which Parthian king ruled during Caracalla's invasion of Iran?,اردوان پنجم در زمان حمله کاراکالا پادشاه ایران بود,Ardavan V was the king of Iran during Caracalla's invasion,اردوان چهارم از پادشاهان مقتدر اشکانی در تاریخ ایران بود,Ardavan IV was one of the powerful Parthian kings in Iranian history,اردوان چهارم,اردوان پنجم,بلاش پنجم,ولاش پنجم,Ardavan IV,Ardavan V,Balash V,Valash V,2,1,about an option other than the answer,HISTORY,Person,Important Events,https://fa.wikipedia.org/wiki/لشکرکشی_کاراکالا_به_ایران
574,بهانه اصلی حمله امپراتور کاراکالا به سرزمین ایران چه بود؟,What was the main excuse for Emperor Caracalla's attack on the land of Iran?,کاراکالا به بهانه رد پیشنهاد ازدواج با دختر اردوان پنجم پادشاه ایران به سرزمین ایران حمله کرد,"Caracalla attacked the land of Iran under the pretext of the rejection of his marriage proposal to the daughter of Ardavan V, the king of Iran",حمله به سرزمین ایران بخشی از برنامه گسترش قلمرو امپراتوری روم بود,The attack on the land of Iran was part of the plan to expand the territory of the Roman Empire,غارت خزانه,تصرف سرزمین,رد پیشنهاد ازدواج,گسترش مرزها,Looting the treasury,Capturing the land,Rejection of marriage proposal,Expanding borders,3,4,about an option other than the answer,HISTORY,Event,Important Events,https://fa.wikipedia.org/wiki/لشکرکشی_کاراکالا_به_ایران
575,کاراکالا در کجا کشته شد؟,Where was Caracalla killed?,کاراکالا در آوریل 217 میلادی در آسیای صغیر (بخشی از قلمرو امپراتوری روم در منطقه آناتولی کنونی) کشته شد.,Caracalla was killed in April 217 AD in Asia Minor (a part of the Roman Empire's territory in the present-day Anatolia region).,نصیبین شهری در جنوب شرقی ترکیه کنونی، محل نبرد مهمی بین امپراتوری ایران ساسانی و امپراتوری روم بود,"Nisibis was a city in present-day southeastern Turkey, the site of an important battle between the Sassanid Persian Empire and the Roman Empire",نصیبین,ری,آسیای صغیر,مدائن,Nisibis,Rey,Asia Minor,Ctesiphon,3,1,about an option other than the answer,HISTORY,Location,Important Events,https://fa.wikipedia.org/wiki/لشکرکشی_کاراکالا_به_ایران
576,نتیجه نهایی لشکرکشی کاراکالا امپراتور روم به ایران چه بود؟,"What was the final result of Caracalla, the Roman Emperor's military campaign to Iran?",جنگ کاراکالا با اشکانیان در ایران با پیروزی اشکانیان و پرداخت غرامت از سوی امپراتوری روم پایان یافت,The war of Caracalla with the Parthians in Iran ended with the victory of the Parthians and the payment of reparations by the Roman Empire,امپراتوری روم در آن زمان یک قدرت نظامی بزرگ محسوب می‌شد,The Roman Empire at that time was considered a major military power,پیروزی روم,پیروزی ایران,صلح بدون غرامت,تقسیم سرزمین,Victory of Rome,Victory of Iran,Peace without reparations,Division of territory,2,1,about an option other than the answer,HISTORY,Event,Important Events,https://fa.wikipedia.org/wiki/لشکرکشی_کاراکالا_به_ایران
577,کدام منطقه از شاهنشاهی اشکانی هدف اصلی حمله کاراکالای رومی بود؟,Which region of the Parthian Empire was the main target of the Roman Caracalla's attack?,نیروهای کاراکالای رومی در مناطق شمالی شاهنشاهی اشکانی ایران عملیات نظامی انجام دادند.,Roman Caracalla's forces conducted military operations in the northern regions of the Parthian Empire of Iran.,مناطق غربی ایران نزدیک‌ترین نقطه مرزی به امپراتوری روم بود,The western regions of Iran were the closest border point to the Roman Empire,جنوب,شمال,شرق,غرب,South,North,East,West,2,4,about an option other than the answer,HISTORY,Location,Important Events,https://fa.wikipedia.org/wiki/لشکرکشی_کاراکالا_به_ایران
578,مدت زمان اشغال خرمشهر توسط نیروهای عراقی در جنگ ایران و عراق چند ماه بود؟,How long was Khorramshahr occupied by Iraqi forces during the Iran-Iraq war?,خرمشهر شهری در استان خوزستان به مدت ۱۹ ماه در اشغال نیروهای عراقی قرار داشت.,"Khorramshahr, a city in Khuzestan province, was occupied by Iraqi forces for 19 months.",جنگ تحمیلی ایران و عراق در حدود 8 سال به طول انجامید,The imposed Iran-Iraq war lasted about 8 years,۱۹ ماه,۲۴ ماه,۱۵ ماه,8 سال,19 months,24 months,15 months,8 years,1,4,about an option other than the answer,HISTORY,Number,Important Events,https://fa.wikipedia.org/wiki/آزادسازی_خرمشهر
579,اولین شالوده کاخ گلستان در تهران در کدام دوره پی‌ریزی شد؟,In which period was the first foundation of Golestan Palace in Tehran laid?,از دوره زندیه نخستین شالوده کاخ گلستان در تهران پی‌ریزی گردید.,"From the Zand period, the first foundation of Golestan Palace in Tehran was laid.",کاخ گلستان در تهران محل اقامت ناصرالدین‌شاه قاجار بود,Golestan Palace in Tehran was the residence of Naser al-Din Shah Qajar,صفویه,زندیه,قاجاریه,افشاریه,Safavid,Zand,Qajar,Afsharid,2,3,about an option other than the answer,HISTORY,Group_Org,Landmarks,https://fa.wikipedia.org/wiki/کاخ_گلستان
580,چه کسی برای اولین بار از وجود منزل نماینده حکومت در محدوده کاخ گلستان در تهران خبر داد؟,Who was the first to report the existence of a government representative's residence in the Golestan Palace area in Tehran?,کلاویخو در سال 1404 میلادی از منزل باباشیخ (نماینده حکومت صفوی) در محدوده کاخ گلستان در تهران خبر داد.,Clavijo in 1404 AD reported the existence of Baba Sheikh's residence (representative of the Safavid government) in the Golestan Palace area in Tehran.,پیترو دلاواله سیاح معروف ایتالیایی بود که از ایران در دوره صفوی دیدن کرد.,Pietro della Valle was a famous Italian traveler who visited Iran during the Safavid era.,پیترو دلاواله,کلاویخو,توماس هربرت,لرد کرزن,Pietro della Valle,Clavijo,Thomas Herbert,Lord Curzon,2,1,about an option other than the answer,HISTORY,Person,Landmarks,https://fa.wikipedia.org/wiki/کاخ_گلستان
581,اولین معبر ورودی به کاخ گلستان در تهران در کدام جهت قرار داشت؟,The first entrance passage to Golestan Palace in Tehran was located in which direction?,اولین معبر ورودی به کاخ گلستان در تهران در جنوب و در امتداد بازار تهران قرار داشت.,The first entrance passage to Golestan Palace in Tehran was located in the south and along Tehran's bazaar.,معبر شمالی کاخ گلستان در تهران توسط افغان‌ها ساخته شد.,The northern passage of Golestan Palace in Tehran was built by Afghans.,شمال,جنوب,شرق,غرب,North,South,East,West,2,1,about an option other than the answer,HISTORY,Location,Landmarks,https://fa.wikipedia.org/wiki/کاخ_گلستان
582,آخرین تاجگذاری در کاخ گلستان تهران مربوط به کدام پادشاه ایران بود؟,The last coronation in Golestan Palace in Tehran was related to which king of Iran?,محمدرضا شاه پهلوی در تاریخ 4 آبان 1346 شمسی آخرین تاجگذاری رسمی را در کاخ گلستان تهران انجام داد.,Mohammad Reza Shah Pahlavi conducted the last official coronation in Golestan Palace in Tehran on 4 Aban 1346 (solar calendar).,احمد شاه قاجار آخرین پادشاه سلسله قاجار در تاریخ ایران بود.,Ahmad Shah Qajar was the last king of the Qajar dynasty in Iran's history.,احمد شاه,رضا شاه,محمدرضا شاه,مظفرالدین شاه,Ahmad Shah,Reza Shah,Mohammad Reza Shah,Mozaffar al-Din Shah,3,1,about an option other than the answer,HISTORY,Person,Landmarks,https://fa.wikipedia.org/wiki/کاخ_گلستان
583,در چه سالی مجموعه سعدآباد در تهران به شکل موزه درآمد؟,In what year did the Saadabad Complex in Tehran become a museum?,پس از انقلاب اسلامی ایران در سال ۱۳۵۷، مجموعه سعدآباد در سال ۱۳۷۵ به شکل موزه درآمد.,"After the Islamic Revolution of Iran in 1357, the Saadabad Complex became a museum in 1375.",در زمان پس از انقلاب اسلامی ایران، مجموعه سعدآباد در تهران به شکل موزه شد,"In the period after the Islamic Revolution of Iran, the Saadabad Complex in Tehran became a museum",1375,1370,1357,1365,1375,1370,1357,1365,1,3,about an option other than the answer,HISTORY,Date_Time,Landmarks,https://fa.wikipedia.org/wiki/کاخ‌موزه_سعدآباد
584,نام اصلی تخت جمشید در دوره هخامنشیان چه بود؟,What was the original name of Takht-e Jamshid during the Achaemenid period?,نام اصلی تخت جمشید در دوره هخامنشیان پارسه به معنای شهر پارسیان بود.,"The original name of Takht-e Jamshid during the Achaemenid period was Parsa, meaning the city of Persians.",در عصر ساسانی در ایران به تخت جمشید صدستون گفته می شد,"During the Sassanid era in Iran, Takht-e Jamshid was called Sad Sotun (Hundred Columns)",پارسه,پرسپولیس,صدستون,هزارستون,Parsa,Persepolis,Sad Sotun,Hezar Sotun,1,3,about an option other than the answer,HISTORY,Other_proper_and_common_noun,Landmarks,https://fa.wikipedia.org/wiki/تخت_جمشید
585,فاصله تخت جمشید تا نقش رستم در استان فارس چقدر است؟,How far is Persepolis from Naqsh-e Rostam in Fars province?,در فاصلهٔ شش و نیم کیلومتری از تخت جمشید، نقش رستم در استان فارس قرار دارد.,"At a distance of six and a half kilometers from Persepolis, Naqsh-e Rostam is located in Fars province.",تخت جمشید در مرکز استان فارس، ۱۰ کیلومتری شمال شهر مرودشت واقع شده است.,"Persepolis is located in the center of Fars province, 10 kilometers north of Marvdasht city.",4,10,6.5,7,4,10,6.5,7,3,2,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/تخت_جمشید
586,ارتفاع تخت جمشید در استان فارس از سطح دریا چند متر است؟,What is the elevation of Persepolis in Fars province above sea level?,ارتفاع تخت جمشید در استان فارس ایران از سطح دریا ۱۷۷۰ متر می‌باشد.,The elevation of Persepolis in Fars province of Iran above sea level is 1770 meters.,تخت جمشید در استان فارس ایران بر روی صفّه یا سکوی سنگی که ارتفاع آن بین ۸ تا ۱۸ متر بالاتر از سطح جلگهٔ مرودشت است، واقع شده است,Persepolis in Fars province of Iran is located on a stone platform or terrace with a height of 8 to 18 meters above the Marvdasht plain.,993 متر,1770 متر,100 متر,8 تا 18 متر,993 meters,1770 meters,100 meters,8 to 18 meters,2,4,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/تخت_جمشید
587,چه کسی آخرین بازسازی را در تخت جمشید ایران انجام داد؟,"Who carried out the last reconstruction in Persepolis, Iran?",اردشیر سوم هخامنشی آخرین بازسازی‌ها را در مجموعه تاریخی تخت جمشید انجام داد.,Ardashir III Achaemenid carried out the last reconstructions in the historical complex of Persepolis.,آرامگاه اردشیر دوم هخامنشی در دامنهٔ کوه رحمت و مشرف به مجموعه تاریخی تخت جمشید در استان فارس ایران واقع شده است.,"The tomb of Ardashir II Achaemenid is located on the slope of Mount Rahmat overlooking the historical complex of Persepolis in Fars province, Iran.",داریوش سوم,اردشیر سوم,خشایارشا,اردشیر دوم,Darius III,Ardashir III,Xerxes,Ardashir II,2,4,about an option other than the answer,HISTORY,Person,Landmarks,https://fa.wikipedia.org/wiki/تخت_جمشید
588,بلندی ستون‌های کاخ آپادانا در تخت جمشید چند متر است؟,How tall are the columns of Apadana Palace in Persepolis?,بلندی ستون‌های کاخ آپادانا در تخت جمشید ۱۸ متر است.,The height of the columns of Apadana Palace in Persepolis is 18 meters.,بلندی صفه تخت جمشید در محل کاخ آپادانا در شهرستان مرودشت استان فارس ۱۶ متر می‌باشد.,"The height of the platform of Persepolis at the location of Apadana Palace in Marvdasht county, Fars province, is 16 meters.",16 متر,17 متر,18 متر,19 متر,16 meters,17 meters,18 meters,19 meters,3,1,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/تخت_جمشید
589,اولین نشانه‌های ساخت تخت جمشید در ایران مربوط به چه سالی است؟,What year do the first signs of the construction of Persepolis in Iran date back to?,قدیمی‌ترین بخش تخت جمشید در ایران بر پایهٔ یافته‌های باستان‌شناسی مربوط به سال ۵۱۸ پیش از میلاد است.,"The oldest part of Persepolis in Iran, based on archaeological findings, dates back to 518 BCE.",اسکندر مقدونی در سال ۳۳۰ پیش از میلاد، به سرزمین ایران یورش آورد و مجموعه تاریخی تخت جمشید را به آتش کشید,Alexander the Great invaded Iran in 330 BCE and set fire to the historical complex of Persepolis,412 پ.م,330 پ.م,518 پ.م,502 پ.م,412 BCE,330 BCE,518 BCE,502 BCE,3,2,about an option other than the answer,HISTORY,Date_Time,Landmarks,https://fa.wikipedia.org/wiki/تخت_جمشید
590,تخمین جمعیت دشت تخت جمشید در دوره هخامنشیان در استان فارس ایران چقدر بوده است؟,What was the estimated population of the Persepolis plain during the Achaemenid period in Fars province of Iran?,سامنر محقق تاریخ ایران برآورد کرده است که دشت تخت جمشید در دورهٔ هخامنشیان در منطقه استان فارس ۴۳٬۶۰۰ نفر جمعیت داشته است.,"Sumner, a researcher of Iranian history, has estimated that the Persepolis plain during the Achaemenid period in the Fars province region had a population of 43,600 people.",سفرنامه فیثاغورس یونانی (Pythagore) زادهٔ ۶۰۸ پیش از میلاد و درگذشته در ۵۰۹ پیش از میلاد، یکی از قدیمی‌ترین منابع دربارهٔ تخت جمشید در ایران است. فیثاغورس تخت جمشید را بنایی عظیم دانسته و گفته است صدها نفر در حال تکمیل آن هستند,"The travelogue of Greek Pythagore, born in 608 BC and died in 509 BC, is one of the oldest sources about Persepolis in Iran. Pythagore described Persepolis as a magnificent structure and said hundreds of people were working on completing it.",43600,2000,100,4800,43600,2000,100,4800,1,3,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/تخت_جمشید
591,میدان نقش جهان در اصفهان، ایران چه سالی به ثبت یونسکو رسید؟,"In what year was Naqsh-e Jahan Square in Isfahan, Iran registered by UNESCO?",میدان نقش جهان در اصفهان، ایران در سال 1979 میلادی یا 1358 شمسی به ثبت یونسکو رسید.,"Naqsh-e Jahan Square in Isfahan, Iran was registered by UNESCO in 1979 or 1358 in the Persian calendar.",میدان نقش جهان در اصفهان، ایران در سال 1310 شمسی به ثبت ملی رسید.,"Naqsh-e Jahan Square in Isfahan, Iran was nationally registered in 1310 in the Persian calendar.",1333,1340,1358,1310,1333,1340,1358,1310,3,4,about an option other than the answer,HISTORY,Date_Time,Landmarks,https://fa.wikipedia.org/wiki/میدان_نقش_جهان
592,کدام مسجد از مساجد میدان نقش جهان در اصفهان، ایران مناره ندارد؟,"Which mosque among the mosques of Naqsh-e Jahan Square in Isfahan, Iran does not have a minaret?",مسجد شیخ لطف الله در میدان نقش جهان اصفهان برخلاف سایر مساجد صفوی در ایران مناره و صحن ندارد.,"Sheikh Lotfollah Mosque in Naqsh-e Jahan Square in Isfahan, unlike other Safavid mosques in Iran, does not have a minaret or courtyard.",مسجد شاه اصفهان مهم‌ترین مسجدی است که از دوره صفویان در ایران برجای مانده‌است,Shah Mosque of Isfahan is the most important mosque remaining from the Safavid era in Iran,مسجد شیخ لطف الله,مسجد شاه,مسجد جامع,هیچکدام,Sheikh Lotfollah Mosque,Shah Mosque,Jame Mosque,None of them,1,2,about an option other than the answer,HISTORY,Location,Landmarks,https://fa.wikipedia.org/wiki/میدان_نقش_جهان
593,ارتفاع مناره های اصلی مسجد شاه اصفهان چند متر است؟,What is the height of the main minarets of Shah Mosque in Isfahan?,ارتفاع مناره های اصلی مسجد شاه اصفهان ۴۸ متر است,The height of the main minarets of Shah Mosque in Isfahan is 48 meters,مناره های ورودی مسجد شاه اصفهان ۴۲ متر ارتفاع دارند,The entrance minarets of Shah Mosque in Isfahan are 42 meters tall,۴۸ متر,۴۲ متر,۵۲ متر,۳۴ متر,48 meters,42 meters,52 meters,34 meters,1,2,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/میدان_نقش_جهان
594,پاسارگاد در کدام سال به ثبت میراث جهانی یونسکو رسید؟,In which year was Pasargadae registered as a UNESCO World Heritage Site?,پاسارگاد در تیرماه سال 1383 به عنوان پنجمین اثر ایران در فهرست میراث جهانی یونسکو به ثبت رسید.,Pasargadae was registered as the fifth Iranian site on the UNESCO World Heritage List in Tir month of 1383.,پاسارگاد در سال 1310 به ثبت ملی رسید در ایران,Pasargadae was nationally registered in Iran in 1310.,1383,1310,1333,1352,1383,1310,1333,1352,1,2,about an option other than the answer,HISTORY,Date_Time,Landmarks,https://fa.wikipedia.org/wiki/پاسارگاد
595,فاصله پاسارگاد تا شیراز چند کیلومتر است؟,How far is Pasargadae from Shiraz in kilometers?,دشت پاسارگاد در فاصله 130 کیلومتری شمال شهر شیراز در استان فارس واقع شده است.,The Pasargadae plain is located 130 kilometers north of Shiraz city in Fars province.,در ۷۰ کیلومتری جنوب شهر پاسارگاد در استان فارس، داریوش بزرگ پادشاه هخامنشی پایتخت نمادین خود شهر پارسه (تخت جمشید) را که شاعر یونانی آن را پرسپلیس نام نهاد، بنیان نهاد,"70 kilometers south of Pasargadae city in Fars province, Darius the Great, the Achaemenid king, founded his symbolic capital, the city of Parsa (Persepolis), which the Greek poet named Persepolis.",110,120,130,70,110,120,130,70,3,4,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/پاسارگاد
596,وسعت دشت پاسارگاد در استان فارس چند کیلومتر مربع است؟,What is the area of Pasargad plain in Fars province in square kilometers?,دشت پاسارگاد در استان فارس وسعتی حدود 190 کیلومتر مربع را در بر می‌گیرد.,The Pasargad plain in Fars province covers an area of about 190 square kilometers.,دشت پاسارگاد در فاصله 130 کیلومتری شمال شهر شیراز در استان فارس واقع شده است.,Pasargad plain is located 130 kilometers north of Shiraz city in Fars province.,170,180,190,130,170,180,190,130,3,4,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/پاسارگاد
597,محوطه اصلی پاسارگاد در استان فارس چه قدر وسعت دارد؟,How large is the main area of Pasargadae in Fars province?,محوطه اصلی پاسارگاد در استان فارس 160 هکتار وسعت دارد که این محوطه حدوداً 2.7×0.8 کیلومتر مساحت دارد.,"The main area of Pasargadae in Fars province covers 160 hectares, which is approximately 2.7×0.8 kilometers in area.",دشت پاسارگاد در استان فارس وسعتی حدود 190 کیلومتر مربع را در بر می‌گیرد.,The Pasargadae plain in Fars province covers an area of about 190 square kilometers.,140 کیلومتر,150 هکتار,160 هکتار,190 کیلومتر,140 kilometers,150 hectares,160 hectares,190 kilometers,3,4,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/پاسارگاد
598,آجرهای به کار رفته در پاسارگاد، مجموعه تاریخی باستانی در استان فارس ایران، چه طولی داشتند؟,"What length did the bricks used in Pasargadae, the ancient historical complex in Fars province of Iran, have?",آجرهای قرمز رنگ پاسارگاد، اثر تاریخی دوره هخامنشی در ایران، دارای 45 سانتی‌متر طول بودند.,"The red bricks of Pasargadae, a historical monument from the Achaemenid period in Iran, were 45 centimeters in length.",عرض آجرهای مورد استفاده در پاسارگاد، محوطه باستانی هخامنشی، 32 سانتی‌متر بود.,"The width of the bricks used in Pasargadae, the Achaemenid ancient site, was 32 centimeters.",35,40,45,32,35,40,45,32,3,4,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/پاسارگاد
599,آجرهای به کار رفته در پاسارگاد چه عرضی داشتند؟,What was the width of the bricks used in Pasargadae?,آجرهای به کار رفته در پاسارگاد، پایتخت هخامنشی، عرض 32 سانتی‌متر داشتند.,"The bricks used in Pasargadae, the Achaemenid capital, had a width of 32 centimeters.",آجرهای قرمز رنگ پاسارگاد در محوطه باستانی ایران دارای 45 سانتی‌متر طول بودند.,The red bricks of Pasargadae in the ancient site of Iran were 45 centimeters in length.,35,40,45,32,35,40,45,32,4,3,about an option other than the answer,HISTORY,Number,Landmarks,https://fa.wikipedia.org/wiki/پاسارگاد
600,در کدام دوره قدمت منطقه پاسارگاد در ایران آغاز می‌شود؟,In which period does the antiquity of the Pasargadae region in Iran begin?,قدمت منطقه پاسارگاد در ایران بر اساس پژوهش‌های باستان‌شناسی به دوره میانی پارینه سنگی می‌رسد.,"The antiquity of the Pasargadae region in Iran, based on archaeological research, dates back to the Middle Paleolithic period.",بیش از ۴۰ غار و پناهگاه در کل تنگ بلاغی در استان فارس ایران مربوط به دوره پارینه سنگی جدید و فرا پارینه سنگی شناسایی شده است.,"More than 40 caves and shelters have been identified throughout Tang-e Bolaghi in Fars province of Iran, related to the New Paleolithic and Epipaleolithic periods.",نوسنگی,پارینه سنگی میانی,مس سنگی,دوره پارینه سنگی جدید و فرا پارینه سنگی,Neolithic,Middle Paleolithic,Chalcolithic,New Paleolithic and Epipaleolithic period,2,4,about an option other than the answer,HISTORY,Date_Time,Landmarks,https://fa.wikipedia.org/wiki/پاسارگاد
601,"معنای واژه ""سوری"" در ""چهارشنبه سوری"" در فرهنگ ایرانی چیست؟","What is the meaning of the word ""Suri"" in ""Chaharshanbe Suri"" in Iranian culture?",واژه سوری از ریشه پهلوی زبان فارسی به معنای سرخ است که به دلیل افروختن آتش سرخ در این جشن باستانی ایرانی به کار رفته است.,"The word Suri comes from the Pahlavi root of the Persian language meaning red, which is used because of the lighting of red fire in this ancient Iranian celebration.",در برخی منابع تاریخی و فرهنگی ایران، سوری به معنای جشن و شادمانی آمده است.,"In some historical and cultural sources of Iran, Suri means celebration and joy.",سرخ,خیالی,آتش,شادی,Red,Imaginary,Fire,Joy,1,4,about an option other than the answer,Holidays_Celebrations_Leisure,Other,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
602,در کدام منطقه از ایران از ساقه برنج برای آتش چهارشنبه سوری استفاده می‌شد؟,In which region of Iran was rice stalk used for Chaharshanbe Suri fire?,در استان گیلان از ساقه برنج برای آتش چهارشنبه سوری استفاده می‌شد.,"In Gilan province, rice stalk was used for Chaharshanbe Suri fire.",در شهر خور از مواد ویژه ای برای آتش چهارشنبه سوری در ایران استفاده میکنند.,"In Khur city, special materials are used for Chaharshanbe Suri fire in Iran.",مازندران,گیلان,خور,کرمان,Mazandaran,Gilan,Khur,Kerman,2,3,about an option other than the answer,Holidays_Celebrations_Leisure,Location,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
603,تعداد کومه‌های آتش در چهارشنبه سوری ایران باید چگونه باشد؟,How should the number of fire piles be in Iranian Chaharshanbe Suri?,کومه‌های آتش در مراسم چهارشنبه سوری ایران به تعداد فرد (یک، سه، پنج یا هفت کومه) چیده می‌شود.,"The fire piles in the Iranian Chaharshanbe Suri ceremony are arranged in odd numbers (one, three, five, or seven piles).",در گذشته، مردم ایران از یک یا دو روز قبل از چهارشنبه‌سوری، برای گردآوری هیزم، بوته و امثال آن به بیرون از شهرهای خود می رفتند و جمع آوری هیزم زیاد بسیار سخت بود,"In the past, Iranians would go outside their cities one or two days before Chaharshanbe Suri to collect firewood, bushes, and the like, and collecting a lot of firewood was very difficult",زوج,فرد,بیش از سه,یک,Even,Odd,More than three,One,2,4,about an option other than the answer,Holidays_Celebrations_Leisure,Number,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
604,کدام نام معادل چهارشنبه سوری در اصفهان است؟,Which name is equivalent to Chaharshanbe Suri in Isfahan?,در شهر اصفهان به جشن چهارشنبه سوری چارشمبه سرخی می‌گویند.,"In the city of Isfahan, the Chaharshanbe Suri celebration is called Charshambe Sorkhi.",در استان گیلان به جشن چهارشنبه سوری گوله-گوله چارشمبه می‌گویند که نامی بسیار قدیمی در فرهنگ ایرانی است.,"In Gilan province, the Chaharshanbe Suri celebration is called Gule-Gule Charshambe, which is a very ancient name in Iranian culture.",چارشمبه کولی,چارشمبه سرخی,گول چارشمبه,چوارشمبه کولی,Charshambe Kuli,Charshambe Sorkhi,Gul Charshambe,Chvarshambe Kuli,2,3,about an option other than the answer,Holidays_Celebrations_Leisure,Other_proper_and_common_noun,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
